<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.10	1.32385	1.32497	1.32243	1.32305	46271	0	0
2019.12.11	1.32289	1.32396	1.31621	1.31716	51189	0	0
2019.12.12	1.31715	1.31942	1.31624	1.31823	59991	0	0
2019.12.13	1.31798	1.32048	1.31507	1.31719	80813	0	0
2019.12.16	1.31722	1.31861	1.31151	1.31519	50463	0	0
2019.12.17	1.31566	1.31850	1.31456	1.31580	51338	0	0
2019.12.18	1.31588	1.31757	1.31024	1.31139	46564	0	0
2019.12.19	1.31140	1.31381	1.31075	1.31250	43405	0	0
2019.12.20	1.31264	1.31810	1.31209	1.31539	43337	0	0
2019.12.23	1.31475	1.31766	1.31400	1.31463	42448	0	0
2019.12.24	1.31457	1.31685	1.31380	1.31628	35539	0	0
2019.12.26	1.31567	1.31623	1.31036	1.31092	19044	0	0
2019.12.27	1.31166	1.31205	1.30642	1.30818	46016	0	0
2019.12.30	1.30697	1.30845	1.30504	1.30689	55099	0	0
2019.12.31	1.30663	1.30689	1.29515	1.29866	48592	0	0
2020.01.02	1.29846	1.30082	1.29687	1.29784	53559	0	0
2020.01.03	1.29800	1.30052	1.29610	1.30009	65074	0	0
2020.01.06	1.29862	1.29902	1.29601	1.29637	52520	0	0
2020.01.07	1.29647	1.30296	1.29569	1.30034	50980	0	0
2020.01.08	1.30029	1.30436	1.29762	1.30388	80073	0	0
2020.01.09	1.30376	1.31047	1.30260	1.30553	57451	0	0
2020.01.10	1.30566	1.30756	1.30289	1.30541	53341	0	0
2020.01.13	1.30500	1.30675	1.30314	1.30560	48958	0	0
2020.01.14	1.30554	1.30795	1.30468	1.30607	51349	0	0
2020.01.15	1.30610	1.30781	1.30350	1.30412	57167	0	0
2020.01.16	1.30430	1.30562	1.30322	1.30412	53855	0	0
2020.01.17	1.30418	1.30751	1.30338	1.30701	50282	0	0
2020.01.20	1.30578	1.30724	1.30435	1.30462	32199	0	0
2020.01.21	1.30446	1.30799	1.30445	1.30698	46704	0	0
2020.01.22	1.30699	1.31525	1.30359	1.31350	54785	0	0
2020.01.23	1.31340	1.31715	1.31240	1.31273	55041	0	0
2020.01.24	1.31267	1.31528	1.31181	1.31473	48567	0	0
2020.01.27	1.31499	1.31995	1.31477	1.31936	61192	0	0
2020.01.28	1.31933	1.32059	1.31543	1.31551	47919	0	0
2020.01.29	1.31552	1.32094	1.31552	1.31982	43139	0	0
2020.01.30	1.31977	1.32266	1.31882	1.32083	57080	0	0
2020.01.31	1.31961	1.32531	1.31952	1.32287	61807	0	0
2020.02.03	1.32339	1.33037	1.32317	1.32854	57900	0	0
2020.02.04	1.32891	1.33018	1.32638	1.32762	52979	0	0
2020.02.05	1.32761	1.33027	1.32629	1.32818	58800	0	0
2020.02.06	1.32821	1.33090	1.32702	1.32835	50111	0	0
2020.02.07	1.32838	1.33211	1.32780	1.33068	57916	0	0
2020.02.10	1.32997	1.33293	1.32883	1.33163	57048	0	0
2020.02.11	1.33170	1.33199	1.32764	1.32854	46469	0	0
2020.02.12	1.32862	1.32958	1.32357	1.32492	47588	0	0
2020.02.13	1.32487	1.32712	1.32402	1.32669	58191	0	0
2020.02.14	1.32665	1.32690	1.32356	1.32516	38845	0	0
2020.02.17	1.32513	1.32513	1.32251	1.32342	24061	0	0
2020.02.18	1.32336	1.32784	1.32295	1.32594	42004	0	0
2020.02.19	1.32589	1.32605	1.32151	1.32199	46750	0	0
2020.02.20	1.32184	1.32688	1.32116	1.32586	58628	0	0
2020.02.21	1.32589	1.32684	1.32021	1.32243	60229	0	0
2020.02.24	1.32475	1.33077	1.32422	1.32932	75450	0	0
2020.02.25	1.32932	1.33057	1.32672	1.32782	79585	0	0
2020.02.26	1.32787	1.33352	1.32713	1.33312	88837	0	0
2020.02.27	1.33318	1.33943	1.33165	1.33896	101895	0	0
2020.02.28	1.33907	1.34644	1.33778	1.33970	145793	0	0
2020.03.02	1.34333	1.34392	1.33149	1.33217	128314	0	0
2020.03.03	1.33271	1.33910	1.33187	1.33780	131333	0	0
2020.03.04	1.33807	1.34313	1.33282	1.33844	93240	0	0
2020.03.05	1.33855	1.34384	1.33827	1.34107	76462	0	0
2020.03.06	1.34137	1.34393	1.33793	1.34225	117936	0	0
2020.03.09	1.35428	1.37574	1.35175	1.37006	159424	0	0
2020.03.10	1.37021	1.37961	1.36089	1.37273	159164	0	0
2020.03.11	1.37261	1.37944	1.36813	1.37735	139713	0	0
2020.03.12	1.37756	1.39615	1.37073	1.39203	174561	0	0
2020.03.13	1.39230	1.39953	1.37820	1.38059	205735	0	0
2020.03.16	1.38894	1.40180	1.37293	1.40151	230503	0	0
2020.03.17	1.40157	1.42768	1.39606	1.42015	185947	0	0
2020.03.18	1.41943	1.46506	1.41662	1.44987	192393	0	0
2020.03.19	1.45055	1.46679	1.44205	1.45105	219980	0	0
2020.03.20	1.45104	1.45358	1.41490	1.43330	219238	0	0
2020.03.23	1.43531	1.45599	1.43358	1.44905	281957	0	0
2020.03.24	1.44911	1.45313	1.43747	1.44627	209636	0	0
2020.03.25	1.44627	1.44830	1.41779	1.41912	190812	0	0
2020.03.26	1.41907	1.42759	1.40100	1.40193	177705	0	0
2020.03.27	1.40187	1.41538	1.39213	1.40003	178018	0	0
2020.03.30	1.40167	1.41836	1.39997	1.41659	171731	0	0
2020.03.31	1.41635	1.43491	1.40111	1.40610	181886	0	0
2020.04.01	1.40644	1.42715	1.40568	1.41897	153704	0	0
2020.04.02	1.41924	1.42979	1.40786	1.41354	156666	0	0
2020.04.03	1.41377	1.42242	1.40937	1.42044	148909	0	0
2020.04.06	1.42196	1.42613	1.40805	1.41092	142954	0	0
2020.04.07	1.41104	1.41432	1.39451	1.39929	158251	0	0
2020.04.08	1.39922	1.40814	1.39803	1.40127	135892	0	0
2020.04.09	1.40137	1.40777	1.39307	1.39724	157127	0	0
2020.04.10	1.39721	1.40088	1.39442	1.39499	35329	0	0
2020.04.13	1.39242	1.40005	1.38554	1.39026	106959	0	0
2020.04.14	1.38825	1.39250	1.38626	1.38819	104410	0	0
2020.04.15	1.38817	1.41320	1.38762	1.41143	124543	0	0
2020.04.16	1.41133	1.41822	1.40628	1.40805	128997	0	0
2020.04.17	1.40812	1.41177	1.40047	1.40092	130762	0	0
2020.04.20	1.40138	1.41514	1.40138	1.41479	123360	0	0
2020.04.21	1.41467	1.42649	1.41132	1.42092	194750	0	0
2020.04.22	1.42102	1.42376	1.41148	1.41596	149372	0	0
2020.04.23	1.41597	1.41980	1.39998	1.40722	145667	0	0
2020.04.24	1.40719	1.41202	1.40236	1.40949	120362	0	0
2020.04.27	1.40866	1.41168	1.40290	1.40323	107610	0	0
2020.04.28	1.40341	1.40728	1.39357	1.39975	117002	0	0
2020.04.29	1.39942	1.40032	1.38755	1.38788	106288	0	0
2020.04.30	1.38795	1.39587	1.38504	1.39444	122017	0	0
2020.05.01	1.39397	1.41094	1.39257	1.40852	106634	0	0
2020.05.04	1.40827	1.41527	1.40511	1.40872	109611	0	0
2020.05.05	1.40891	1.40947	1.40078	1.40469	106117	0	0
2020.05.06	1.40461	1.41571	1.40229	1.41446	119309	0	0
2020.05.07	1.41432	1.41729	1.39526	1.39721	104251	0	0
2020.05.08	1.39724	1.39891	1.39086	1.39303	83552	0	0
2020.05.11	1.39322	1.40426	1.39001	1.40063	97316	0	0
2020.05.12	1.40050	1.40803	1.39723	1.40771	103956	0	0
2020.05.13	1.40770	1.41149	1.40064	1.41005	130369	0	0
2020.05.14	1.40971	1.41411	1.40322	1.40510	122598	0	0
2020.05.15	1.40550	1.41171	1.40183	1.41113	112920	0	0
2020.05.18	1.40916	1.41147	1.39358	1.39358	95503	0	0
2020.05.19	1.39371	1.39693	1.38664	1.39421	107956	0	0
2020.05.20	1.39409	1.39605	1.38680	1.39009	92641	0	0
2020.05.21	1.39007	1.39708	1.38910	1.39532	99623	0	0
2020.05.22	1.39535	1.40486	1.39410	1.40028	93182	0	0
2020.05.25	1.39882	1.40078	1.39686	1.39757	75397	0	0
2020.05.26	1.39736	1.39853	1.37571	1.37767	91628	0	0
2020.05.27	1.37768	1.38225	1.37275	1.37513	117722	0	0
2020.05.28	1.37499	1.37897	1.37342	1.37616	121981	0	0
2020.05.29	1.37643	1.38325	1.37144	1.37629	126252	0	0
2020.06.01	1.37757	1.38003	1.35584	1.35714	110060	0	0
2020.06.02	1.35713	1.35851	1.34839	1.35182	103804	0	0
2020.06.03	1.35171	1.35726	1.34800	1.34950	117096	0	0
2020.06.04	1.34946	1.35411	1.34677	1.34995	111341	0	0
2020.06.05	1.34961	1.35130	1.33914	1.34253	118650	0	0
2020.06.08	1.34088	1.34367	1.33566	1.33808	97562	0	0
2020.06.09	1.33719	1.34879	1.33595	1.34153	109842	0	0
2020.06.10	1.34146	1.34378	1.33153	1.34116	129477	0	0
2020.06.11	1.34119	1.36320	1.33973	1.36281	207409	0	0
2020.06.12	1.36258	1.36665	1.35271	1.35842	225064	0	0
2020.06.15	1.35955	1.36860	1.35462	1.35720	204827	0	0
2020.06.16	1.35669	1.36228	1.35047	1.35405	192736	0	0
2020.06.17	1.35420	1.35947	1.35119	1.35637	165929	0	0
2020.06.18	1.35646	1.36162	1.35213	1.35986	168927	0	0
2020.06.19	1.35956	1.36176	1.35471	1.36044	141221	0	0
2020.06.22	1.36101	1.36299	1.35185	1.35209	126490	0	0
2020.06.23	1.35196	1.35709	1.34856	1.35499	144127	0	0
2020.06.24	1.35446	1.36403	1.35277	1.36368	154685	0	0
2020.06.25	1.36373	1.36701	1.36074	1.36370	142520	0	0
2020.06.26	1.36394	1.37155	1.36278	1.36890	118919	0	0
2020.06.29	1.36744	1.37051	1.36472	1.36580	130454	0	0
2020.06.30	1.36582	1.36995	1.35697	1.35741	124096	0	0
2020.07.01	1.35769	1.36015	1.35455	1.35862	102365	0	0
2020.07.02	1.35849	1.36240	1.35602	1.35633	104610	0	0
2020.07.03	1.35670	1.35816	1.35439	1.35459	81039	0	0
2020.07.06	1.35596	1.35626	1.35196	1.35394	95910	0	0
2020.07.07	1.35382	1.36098	1.35246	1.36029	106121	0	0
2020.07.08	1.36000	1.36238	1.34924	1.35106	98507	0	0
2020.07.09	1.35113	1.35942	1.34910	1.35839	108946	0	0
2020.07.10	1.35857	1.36314	1.35750	1.35970	107762	0	0
2020.07.13	1.35849	1.36120	1.35365	1.36080	88426	0	0
2020.07.14	1.36080	1.36462	1.35855	1.36148	128662	0	0
2020.07.15	1.36151	1.36178	1.35046	1.35080	112524	0	0
2020.07.16	1.35095	1.35813	1.35012	1.35741	101055	0	0
2020.07.17	1.35569	1.35891	1.35534	1.35831	75772	0	0
2020.07.20	1.35683	1.35999	1.35256	1.35338	80569	0	0
2020.07.21	1.35351	1.35364	1.34250	1.34583	89794	0	0
2020.07.22	1.34599	1.34829	1.33994	1.34156	103444	0	0
2020.07.23	1.34099	1.34272	1.33511	1.34090	115665	0	0
2020.07.24	1.34122	1.34450	1.33770	1.34150	126704	0	0
2020.07.27	1.34206	1.34311	1.33533	1.33552	114371	0	0
2020.07.28	1.33570	1.34071	1.33311	1.33787	104960	0	0
2020.07.29	1.33740	1.33869	1.33326	1.33396	98448	0	0
2020.07.30	1.33385	1.34596	1.33326	1.34217	141062	0	0
2020.07.31	1.34306	1.34358	1.33721	1.34163	131126	0	0
2020.08.03	1.34008	1.34511	1.33800	1.33905	100709	0	0
2020.08.04	1.33783	1.34204	1.33171	1.33182	102942	0	0
2020.08.05	1.33182	1.33301	1.32335	1.32658	103042	0	0
2020.08.06	1.32653	1.33229	1.32437	1.33034	120429	0	0
2020.08.07	1.32943	1.33984	1.32835	1.33849	121961	0	0
2020.08.10	1.33862	1.33947	1.33337	1.33499	85638	0	0
2020.08.11	1.33552	1.33607	1.32703	1.32998	111566	0	0
2020.08.12	1.33010	1.33470	1.32291	1.32455	121372	0	0
2020.08.13	1.32417	1.32562	1.31918	1.32233	105058	0	0
2020.08.14	1.31991	1.32717	1.31991	1.32650	95713	0	0
2020.08.17	1.32387	1.32626	1.31920	1.32139	73725	0	0
2020.08.18	1.32152	1.32313	1.31517	1.31674	94028	0	0
2020.08.19	1.31582	1.32269	1.31331	1.32129	99949	0	0
2020.08.20	1.32137	1.32445	1.31684	1.31845	103861	0	0
2020.08.21	1.31894	1.32341	1.31589	1.31900	93544	0	0
2020.08.24	1.31608	1.32381	1.31343	1.32163	89021	0	0
2020.08.25	1.32171	1.32393	1.31675	1.31718	89084	0	0
2020.08.26	1.31657	1.32050	1.31319	1.31434	83079	0	0
2020.08.27	1.31402	1.31664	1.31017	1.31253	122528	0	0
2020.08.28	1.31272	1.31326	1.30472	1.30954	117962	0	0
2020.08.31	1.30889	1.31044	1.30201	1.30466	105116	0	0
2020.09.01	1.30392	1.30868	1.29940	1.30639	121572	0	0
2020.09.02	1.30625	1.30954	1.30373	1.30442	105028	0	0
2020.09.03	1.30417	1.31615	1.30366	1.31261	134598	0	0
2020.09.04	1.31229	1.31405	1.30443	1.30592	140973	0	0
2020.09.07	1.30398	1.31161	1.30398	1.30947	69495	0	0
2020.09.08	1.30915	1.32379	1.30863	1.32361	128733	0	0
2020.09.09	1.32336	1.32593	1.31452	1.31452	110046	0	0
2020.09.10	1.31454	1.32023	1.31188	1.31915	123220	0	0
2020.09.11	1.31888	1.32074	1.31508	1.31824	98963	0	0
2020.09.14	1.31695	1.31968	1.31530	1.31750	80643	0	0
2020.09.15	1.31697	1.32022	1.31346	1.31853	83649	0	0
2020.09.16	1.31817	1.32006	1.31275	1.31774	115140	0	0
2020.09.17	1.31751	1.32471	1.31499	1.31639	123497	0	0
2020.09.18	1.31572	1.32089	1.31371	1.32034	108992	0	0
2020.09.21	1.31928	1.33203	1.31711	1.33055	121417	0	0
2020.09.22	1.33040	1.33457	1.32835	1.33017	110252	0	0
2020.09.23	1.33009	1.33852	1.32941	1.33847	112630	0	0
2020.09.24	1.33717	1.34180	1.33253	1.33610	133230	0	0
2020.09.25	1.33504	1.34181	1.33322	1.33869	104798	0	0
2020.09.28	1.33798	1.34034	1.33543	1.33694	106270	0	0
2020.09.29	1.33686	1.34185	1.33520	1.33829	97582	0	0
2020.09.30	1.33859	1.34205	1.33018	1.33147	130641	0	0
2020.10.01	1.33177	1.33226	1.32670	1.32870	113723	0	0
2020.10.02	1.32860	1.33312	1.32728	1.33054	137415	0	0
2020.10.05	1.32952	1.33030	1.32545	1.32546	88537	0	0
2020.10.06	1.32532	1.33168	1.32418	1.33102	98851	0	0
2020.10.07	1.33084	1.33407	1.32527	1.32546	87532	0	0
2020.10.08	1.32523	1.32658	1.31936	1.31957	80882	0	0
2020.10.09	1.31945	1.31982	1.31092	1.31139	76110	0	0
2020.10.12	1.31286	1.31431	1.31013	1.31107	57085	0	0
2020.10.13	1.31085	1.31469	1.30991	1.31361	91887	0	0
2020.10.14	1.31366	1.31630	1.31160	1.31467	87316	0	0
2020.10.15	1.31412	1.32594	1.31377	1.32225	102322	0	0
2020.10.16	1.32216	1.32375	1.31769	1.31956	80841	0	0
2020.10.19	1.31860	1.31933	1.31506	1.31908	68563	0	0
2020.10.20	1.31917	1.32036	1.31043	1.31271	64870	0	0
2020.10.21	1.31251	1.31521	1.30809	1.31451	72938	0	0
2020.10.22	1.31386	1.31772	1.31238	1.31339	68032	0	0
2020.10.23	1.31319	1.31603	1.31092	1.31245	62240	0	0
2020.10.26	1.31262	1.32251	1.31220	1.32109	71169	0	0
2020.10.27	1.32073	1.32123	1.31422	1.31843	60999	0	0
2020.10.28	1.31811	1.33336	1.31782	1.33214	94832	0	0
2020.10.29	1.33181	1.33897	1.32779	1.33224	100518	0	0
2020.10.30	1.33228	1.33484	1.32796	1.33252	106199	0	0
2020.11.02	1.33112	1.33704	1.32132	1.32155	93445	0	0
2020.11.03	1.32172	1.32339	1.31039	1.31370	77972	0	0
2020.11.04	1.31371	1.32992	1.30954	1.31329	179385	0	0
2020.11.05	1.31281	1.31778	1.30282	1.30434	123475	0	0
2020.11.06	1.30420	1.30966	1.30194	1.30598	107317	0	0
2020.11.09	1.30383	1.30528	1.29283	1.30065	133684	0	0
2020.11.10	1.30022	1.30507	1.29849	1.30308	110628	0	0
2020.11.11	1.30192	1.30773	1.30084	1.30633	80828	0	0
2020.11.12	1.30589	1.31497	1.30559	1.31404	75973	0	0
2020.11.13	1.31424	1.31725	1.31162	1.31338	64784	0	0
2020.11.16	1.31326	1.31354	1.30654	1.30736	69334	0	0
2020.11.17	1.30727	1.31165	1.30634	1.31028	68844	0	0
2020.11.18	1.31033	1.31176	1.30340	1.30789	73675	0	0
2020.11.19	1.30819	1.31232	1.30522	1.30715	76221	0	0
2020.11.20	1.30699	1.30969	1.30389	1.30941	74166	0	0
2020.11.23	1.30840	1.31125	1.30454	1.30837	75876	0	0
2020.11.24	1.30835	1.30908	1.29944	1.29968	81241	0	0
2020.11.25	1.29962	1.30290	1.29862	1.30047	75359	0	0
2020.11.26	1.30067	1.30225	1.29904	1.30151	55405	0	0
2020.11.27	1.30129	1.30249	1.29718	1.29885	60231	0	0
2020.11.30	1.29965	1.30104	1.29232	1.29929	85597	0	0
2020.12.01	1.29959	1.30088	1.29279	1.29343	83110	0	0
2020.12.02	1.29332	1.29586	1.29100	1.29171	81456	0	0
2020.12.03	1.29172	1.29412	1.28521	1.28596	71800	0	0
2020.12.04	1.28591	1.28737	1.27722	1.27844	78204	0	0
2020.12.07	1.27755	1.28330	1.27729	1.27971	77499	0	0
2020.12.08	1.27967	1.28256	1.27677	1.28182	70432	0	0
2020.12.09	1.28174	1.28332	1.27692	1.28166	72256	0	0
2020.12.10	1.28135	1.28291	1.27069	1.27397	82048	0	0
2020.12.11	1.27371	1.27924	1.27193	1.27636	76512	0	0
2020.12.14	1.27500	1.27896	1.27197	1.27609	72054	0	0
2020.12.15	1.27626	1.27715	1.26880	1.26974	73147	0	0
2020.12.16	1.27014	1.27896	1.26944	1.27377	75821	0	0
2020.12.17	1.27388	1.27503	1.26887	1.27195	64252	0	0
2020.12.18	1.27166	1.27985	1.27157	1.27820	66713	0	0
2020.12.21	1.27966	1.29568	1.27804	1.28569	121571	0	0
2020.12.22	1.28542	1.29336	1.28424	1.29078	94119	0	0
2020.12.23	1.29056	1.29149	1.28342	1.28464	89199	0	0
2020.12.24	1.28477	1.28793	1.28130	1.28581	60431	0	0
2020.12.28	1.28437	1.28759	1.28134	1.28465	69690	0	0
2020.12.29	1.28513	1.28525	1.27798	1.28184	67640	0	0
2020.12.30	1.28177	1.28270	1.27492	1.27507	69014	0	0
2020.12.31	1.27486	1.27697	1.27140	1.27320	67287	0	0
2021.01.04	1.27196	1.27980	1.26650	1.27699	104125	0	0
2021.01.05	1.27735	1.27909	1.26560	1.26661	104519	0	0
2021.01.06	1.26680	1.27235	1.26298	1.26761	150517	0	0
2021.01.07	1.26767	1.27338	1.26634	1.26897	101722	0	0
2021.01.08	1.26910	1.27432	1.26586	1.26929	114196	0	0
2021.01.11	1.26973	1.28352	1.26848	1.27830	97100	0	0
2021.01.12	1.27830	1.27913	1.27082	1.27097	93960	0	0
2021.01.13	1.27065	1.27468	1.26802	1.26970	85313	0	0
2021.01.14	1.26917	1.27074	1.26246	1.26416	87453	0	0
2021.01.15	1.26382	1.27644	1.26310	1.27394	96307	0	0
2021.01.18	1.27266	1.27993	1.27251	1.27514	80656	0	0
2021.01.19	1.27538	1.27641	1.27151	1.27334	81734	0	0
2021.01.20	1.27346	1.27393	1.26060	1.26344	94722	0	0
2021.01.21	1.26370	1.26477	1.25887	1.26367	85950	0	0
2021.01.22	1.26367	1.27403	1.26311	1.27327	88473	0	0
2021.01.25	1.27125	1.27791	1.26872	1.27346	102025	0	0
2021.01.26	1.27324	1.27824	1.26895	1.26907	86107	0	0
2021.01.27	1.26924	1.28225	1.26850	1.27936	137851	0	0
2021.01.28	1.27948	1.28812	1.27710	1.28280	149673	0	0
2021.01.29	1.28286	1.28744	1.27376	1.27804	167677	0	0
2021.02.01	1.27826	1.28646	1.27612	1.28427	142339	0	0
2021.02.02	1.28459	1.28697	1.27796	1.27812	124531	0	0
2021.02.03	1.27806	1.28112	1.27632	1.27849	107052	0	0
2021.02.04	1.27857	1.28452	1.27771	1.28250	95590	0	0
2021.02.05	1.28253	1.28327	1.27606	1.27607	79525	0	0
2021.02.08	1.27562	1.27825	1.27342	1.27380	79799	0	0
2021.02.09	1.27371	1.27659	1.26907	1.26918	82240	0	0
2021.02.10	1.26943	1.27103	1.26672	1.27001	83577	0	0
2021.02.11	1.26984	1.27108	1.26604	1.26983	66478	0	0
2021.02.12	1.26947	1.27631	1.26764	1.26901	56704	0	0
2021.02.15	1.26808	1.26911	1.26303	1.26340	49321	0	0
2021.02.16	1.26324	1.27023	1.26095	1.26828	71492	0	0
2021.02.17	1.26835	1.27462	1.26835	1.26956	84869	0	0
2021.02.18	1.26957	1.27311	1.26651	1.26704	81452	0	0
2021.02.19	1.26729	1.27137	1.25941	1.26158	98529	0	0
2021.02.22	1.26154	1.26538	1.25805	1.26094	89715	0	0
2021.02.23	1.25998	1.26471	1.25788	1.25797	94131	0	0
2021.02.24	1.25843	1.25982	1.25051	1.25098	123183	0	0
2021.02.25	1.25106	1.26143	1.24678	1.25997	147920	0	0
2021.02.26	1.25984	1.27415	1.25870	1.27326	176238	0	0
2021.03.01	1.27275	1.27373	1.26394	1.26394	97953	0	0
2021.03.02	1.26426	1.26978	1.26001	1.26315	107027	0	0
2021.03.03	1.26331	1.26580	1.25929	1.26473	108019	0	0
2021.03.04	1.26522	1.26938	1.25753	1.26610	151037	0	0
2021.03.05	1.26585	1.27368	1.26451	1.26503	153154	0	0
2021.03.08	1.26454	1.27000	1.26223	1.26629	131740	0	0
2021.03.09	1.26648	1.26852	1.25901	1.26342	110363	0	0
2021.03.10	1.26294	1.26832	1.26094	1.26175	103313	0	0
2021.03.11	1.26140	1.26251	1.25204	1.25247	74246	0	0
2021.03.12	1.25264	1.25730	1.24620	1.24802	79214	0	0
2021.03.15	1.24729	1.25127	1.24406	1.24698	64447	0	0
2021.03.16	1.24679	1.25003	1.24357	1.24411	62472	0	0
2021.03.17	1.24422	1.24929	1.24002	1.24002	72664	0	0
2021.03.18	1.24034	1.25267	1.23654	1.24827	88811	0	0
2021.03.19	1.24823	1.25473	1.24617	1.25056	82552	0	0
2021.03.22	1.25161	1.25410	1.24732	1.25155	51044	0	0
2021.03.23	1.25194	1.25943	1.25141	1.25862	70243	0	0
2021.03.24	1.25814	1.26086	1.25424	1.25773	61859	0	0
2021.03.25	1.25755	1.26288	1.25462	1.26088	70012	0	0
2021.03.26	1.26050	1.26098	1.25605	1.25698	52512	0	0
2021.03.29	1.25706	1.26266	1.25682	1.25837	44529	0	0
2021.03.30	1.25881	1.26471	1.25804	1.26291	47130	0	0
2021.03.31	1.26283	1.26298	1.25390	1.25615	46748	0	0
2021.04.01	1.25618	1.26018	1.25415	1.25420	44616	0	0
2021.04.02	1.25429	1.25800	1.25280	1.25701	17378	0	0
2021.04.05	1.25720	1.25943	1.25020	1.25208	29895	0	0
2021.04.06	1.25207	1.25828	1.25154	1.25637	35657	0	0
2021.04.07	1.25671	1.26346	1.25601	1.26074	48386	0	0
2021.04.08	1.26069	1.26269	1.25580	1.25597	41761	0	0
2021.04.09	1.25588	1.26108	1.25259	1.25321	47134	0	0
2021.04.12	1.25442	1.25739	1.25237	1.25621	42590	0	0
2021.04.13	1.25627	1.26283	1.25267	1.25326	55184	0	0
2021.04.14	1.25322	1.25760	1.24998	1.25210	53006	0	0
2021.04.15	1.25183	1.25585	1.24766	1.25369	47977	0	0
2021.04.16	1.25369	1.25593	1.24943	1.25063	50261	0	0
2021.04.19	1.25050	1.25438	1.24710	1.25320	56811	0	0
2021.04.20	1.25319	1.26234	1.24785	1.26081	66818	0	0
2021.04.21	1.26081	1.26537	1.24598	1.24974	62511	0	0
2021.04.22	1.24976	1.25347	1.24728	1.25064	64805	0	0
2021.04.23	1.25061	1.25092	1.24608	1.24764	49293	0	0
2021.04.26	1.24761	1.24906	1.23842	1.23959	50839	0	0
2021.04.27	1.23939	1.24185	1.23884	1.23991	45978	0	0
2021.04.28	1.23981	1.24183	1.23102	1.23145	57850	0	0
2021.04.29	1.23144	1.23219	1.22754	1.22831	56955	0	0
2021.04.30	1.22836	1.23223	1.22659	1.22942	59544	0	0
2021.05.03	1.22876	1.23186	1.22668	1.22774	44074	0	0
2021.05.04	1.22771	1.23515	1.22725	1.23082	56195	0	0
2021.05.05	1.23089	1.23099	1.22519	1.22660	45666	0	0
2021.05.06	1.22651	1.22883	1.21415	1.21493	56332	0	0
2021.05.07	1.21494	1.21937	1.21256	1.21284	56878	0	0
2021.05.10	1.21208	1.21306	1.20788	1.20979	53479	0	0
2021.05.11	1.20974	1.21260	1.20781	1.21014	74942	0	0
2021.05.12	1.21011	1.21374	1.20459	1.21325	87621	0	0
2021.05.13	1.21322	1.22027	1.21037	1.21622	82073	0	0
2021.05.14	1.21622	1.21788	1.20804	1.21059	58964	0	0
2021.05.17	1.21101	1.21364	1.20608	1.20674	61702	0	0
2021.05.18	1.20674	1.20812	1.20128	1.20622	54651	0	0
2021.05.19	1.20616	1.21430	1.20538	1.21321	90435	0	0
2021.05.20	1.21258	1.21444	1.20490	1.20598	61756	0	0
2021.05.21	1.20601	1.20947	1.20275	1.20647	63955	0	0
2021.05.24	1.20664	1.20853	1.20407	1.20441	51155	0	0
2021.05.25	1.20441	1.20781	1.20292	1.20664	61669	0	0
2021.05.26	1.20664	1.21276	1.20431	1.21224	57586	0	0
2021.05.27	1.21204	1.21420	1.20563	1.20644	55900	0	0
2021.05.28	1.20644	1.21201	1.20609	1.20780	51352	0	0
2021.05.31	1.20653	1.20916	1.20468	1.20581	40070	0	0
2021.06.01	1.20589	1.20773	1.20066	1.20711	45782	0	0
2021.06.02	1.20712	1.20918	1.20290	1.20342	44238	0	0
2021.06.03	1.20339	1.21197	1.20278	1.21069	46328	0	0
2021.06.04	1.21055	1.21328	1.20706	1.20723	45950	0	0
2021.06.07	1.20708	1.21065	1.20569	1.20804	40061	0	0
2021.06.08	1.20805	1.21173	1.20708	1.21062	42871	0	0
2021.06.09	1.21057	1.21173	1.20569	1.21099	36971	0	0
2021.06.10	1.21100	1.21247	1.20703	1.20959	50399	0	0
2021.06.11	1.20954	1.21770	1.20798	1.21656	40680	0	0
2021.06.14	1.21562	1.21711	1.21280	1.21433	39749	0	0
2021.06.15	1.21432	1.22037	1.21296	1.21841	44318	0	0
2021.06.16	1.21828	1.22833	1.21569	1.22756	57952	0	0
2021.06.17	1.22755	1.23778	1.22615	1.23544	78443	0	0
2021.06.18	1.23534	1.24805	1.23387	1.24694	72371	0	0
2021.06.21	1.24592	1.24867	1.23532	1.23596	71434	0	0
2021.06.22	1.23602	1.24029	1.23015	1.23050	53175	0	0
2021.06.23	1.23051	1.23286	1.22520	1.23047	48982	0	0
2021.06.24	1.23039	1.23406	1.22823	1.23202	47798	0	0
2021.06.25	1.23200	1.23295	1.22719	1.22984	40628	0	0
2021.06.28	1.22949	1.23475	1.22876	1.23287	42820	0	0
2021.06.29	1.23282	1.24029	1.23282	1.24018	44751	0	0
2021.06.30	1.24017	1.24234	1.23558	1.23963	54466	0	0
2021.07.01	1.23956	1.24454	1.23644	1.24358	46834	0	0
2021.07.02	1.24353	1.24494	1.23088	1.23275	53300	0	0
2021.07.05	1.23154	1.23717	1.23123	1.23383	37912	0	0
2021.07.06	1.23381	1.24945	1.23025	1.24591	63576	0	0
2021.07.07	1.24621	1.25191	1.24229	1.24764	67398	0	0
2021.07.08	1.24759	1.25901	1.24730	1.25317	93146	0	0
2021.07.09	1.25317	1.25569	1.24427	1.24512	73014	0	0
